"","inventory_date","inventory_start_time","plot_key","initials_of_nearest_road","new_plot_key","crew","area_of_ranch","short_description_of_treament","any_other_description_of_treatment","treatment_year","weather","inventory_end_time","x","y","what_is_the_percent_slope_nearest_integer","are_there_trees_present","are_there_seedlings_present","are_there_saplings_present","any_notes_about_site","alive_or_dead","crown_height_m","crown_light_exposure","crown_position","dbh_cm_tree","epicormic_growth_present","percent_dieback","total_height_m_tree","tree_species","what_if_any_disease_damage_present","size_class","dbh_cm_sapling","total_height_m_sapling","number_of_seedlings","browse_count","other_count","sprucebudworm_count","mechanicaldamage_count","defoliation_count","aspenbud_count","galls_count","douglasfiradelgid_count","browse_presence","insect_presence","other_damage_presence","no_damage_presence"
"598","6/21/2023 6:00:00 PM","11:20","84","TC","FM_TC_84_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",2018,"sunny","11:20",-105.281465342366,37.4324080255231,NA,"Yes","Yes","No","Moved from untreated area","living",4.7,5,3,16.5,"Yes",10,7.4,"PSME","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"599","6/21/2023 6:00:00 PM","11:20","84","TC","FM_TC_84_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",2018,"sunny","11:20",-105.281465342366,37.4324080255231,NA,"Yes","Yes","No","Moved from untreated area","living",3.4,4,3,11.5,"No",15,6.2,"PSME","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"600","6/21/2023 6:00:00 PM","11:20","84","TC","FM_TC_84_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",2018,"sunny","11:20",-105.281465342366,37.4324080255231,NA,"Yes","Yes","No","Moved from untreated area","living",5.4,4,3,19,"Yes",5,7.8,"PSME","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"601","6/21/2023 6:00:00 PM","11:20","84","TC","FM_TC_84_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",2018,"sunny","11:20",-105.281465342366,37.4324080255231,NA,"Yes","Yes","No","Moved from untreated area","living",6.3,4,3,24.5,"Yes",5,9.5,"PSME","canker,mechanicaldamage,sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"602","6/21/2023 6:00:00 PM","11:20","84","TC","FM_TC_84_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",2018,"sunny","11:20",-105.281465342366,37.4324080255231,NA,"Yes","Yes","No","Moved from untreated area","living",3.7,4,3,11.5,"Yes",10,5.6,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"603","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.4,5,2,29.5,"No",10,5.8,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"604","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.8,3,2,17,"No",15,4.1,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"605","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",4.2,3,2,11,"Yes",10,4.2,"JUSC","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"606","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.8,4,2,13.5,"No",10,3.8,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"607","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.6,4,2,14.5,"No",10,3.6,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"608","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",4.3,4,2,14.5,"Yes",15,4.7,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"609","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.5,4,2,10.5,"No",10,3.5,"PIED","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"610","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.1,4,2,11,"Yes",10,3.1,"PIED","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"611","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",2.7,4,2,21.5,"No",20,2.7,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"612","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",2.6,4,2,16,"No",20,2.6,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"613","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",1.6,3,3,13,"No",15,1.6,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"614","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",2.6,4,2,40,"No",50,4.3,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"615","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",1.5,4,3,24,"No",30,3,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"616","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",5.7,5,2,46,"No",35,6.3,"JUSC","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"617","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",4.1,3,2,10.5,"No",10,4.5,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"618","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",4.8,3,2,12,"No",10,4.8,"PIED","sapsucker,canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"619","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",4.3,4,2,13.5,"No",20,4.6,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"620","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.5,5,2,13,"No",15,3.8,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"621","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",4.2,4,2,11,"Yes",10,4.2,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"622","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.3,4,2,20,"No",15,3.6,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"623","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.9,4,2,15.5,"No",20,4.1,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"624","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",3.7,4,2,14,"No",15,3.9,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"625","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",5.2,3,2,16,"No",10,6.7,"PIED","canker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"626","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",5,4,2,22,"Yes",25,6.6,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"627","6/21/2023 6:00:00 PM","12:29","83","TC","FM_TC_83_2023","JC,ML,TM","Cat_Springs","UNKNOWN","",0,"sunny","12:29",-105.284885494137,37.4339671433321,33,"Yes","No","Yes","Treatment?","living",5,4,2,21,"Yes",15,5.7,"PIED","mechanicaldamage,canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"628","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",8.4,5,4,24.5,"Yes",10,10,"ABCO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"629","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",9.7,4,2,28,"Yes",40,12.8,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"630","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",11.5,4,2,32.5,"No",25,13.7,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"631","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",9.6,3,2,37,"No",35,13.3,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"632","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",2.1,3,3,11,"Yes",25,3.5,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"633","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",6.2,3,3,13.5,"No",65,8.5,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"634","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",8.9,5,2,29.5,"No",30,11.9,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"635","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",1.6,4,3,13,"No",75,3.1,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"636","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",2.6,3,3,16,"Yes",60,5.8,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"637","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.4,3,2,21,"No",35,8,"ABCO","sprucebudworm,mistletoe","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"638","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",11.6,5,2,39,"Yes",15,14.3,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"639","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","dead",NA,NA,NA,34,"",NA,3.4,"ABCO","winddamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"640","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.8,4,2,22.5,"No",50,9.1,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"641","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5,4,2,22.5,"Yes",40,7,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"642","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",6,4,2,18,"No",50,8.1,"ABCO","sprucebudworm,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"643","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.4,3,2,17,"No",15,6.7,"JUSC","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"644","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","dead",NA,NA,NA,13.5,"",NA,6.4,"PSME","galls","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"645","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",4.3,4,2,14,"No",10,5.9,"JUSC","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"646","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5,5,4,19.5,"Yes",25,7.3,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"647","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",4.5,5,2,12.5,"No",15,6.3,"JUSC","sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"648","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","dead",NA,NA,NA,17,"",NA,7.9,"PSME","barkbeetle","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"649","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.7,4,2,20.5,"No",40,7.1,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"650","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",6.5,5,2,24,"Yes",70,9,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"651","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.7,4,2,24,"No",40,7.4,"ABCO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"652","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",9.1,4,2,29,"No",40,11.9,"ABCO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"653","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.4,4,2,17,"No",10,6.6,"JUSC","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"654","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",3.2,3,3,11.5,"Yes",20,4.7,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"655","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.4,4,2,18,"Yes",40,7.3,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"656","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.9,4,2,21,"Yes",35,8.3,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"657","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",6.1,4,2,24,"Yes",50,8.7,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"658","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.2,3,2,21.5,"No",30,7.2,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"659","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.2,3,3,16.5,"No",20,6.9,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"660","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","dead",NA,NA,NA,28.5,"",NA,1.4,"JUSC","winddamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"661","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",3.7,5,2,15,"Yes",15,6,"JUSC","winddamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"662","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",3.8,3,3,12.5,"No",15,5.5,"JUSC","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"663","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",2.6,4,3,13.5,"No",30,4,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"664","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",5.8,4,2,28,"Yes",15,8.3,"PSME","sprucebudworm,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"665","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",7.4,4,2,18.5,"Yes",35,8.5,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"666","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","living",9.1,4,2,29,"No",50,12.5,"ABCO","sprucebudworm,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"667","6/21/2023 6:00:00 PM","14:27","86","TC","FM_TC_86_2023","JC,ML,TM","Cat_Springs","THIN_FROM_BELOW","",2014,"sunny","14:27",-105.282695051381,37.439353102853,17,"Yes","Yes","No","","dead",NA,NA,NA,20.5,"",NA,7.3,"ABCO","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
