"row_id","year","day","month","crew","crew_size","start_time","end_time","minutes","person_minutes","area","plot","road_initials","point_num","treatment_type_short","treatment_type_long","treatment_year","weather","slope","lat","long","tree_id","species","living_dead","dbh","total_height_m","crown_height_m","live_crown_ratio","crown_dieback_percent","insect_disease","browsing_damage","light_exposure","crown_position","notes"
641,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,9,"PSME","D",15,5.3,NA,NA,NA,"N","N",NA,NA,"FIRE DEAD"
642,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,10,"PSME","D",17,8.6,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
643,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,11,"PIPO","D",33,2.3,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
644,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,12,"PIPO","D",58,13.3,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD, SNAPPED IN HALF"
645,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,13,"PSME","D",26,6.1,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
646,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,14,"PSME","D",12,3,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
647,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,15,"PSME","D",34,5.7,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
648,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,16,"PSME","D",23,10.4,NA,NA,NA,"Y","Y",NA,NA,"FIRE DEAD, 3 STEM - ONE TOO SMALL"
649,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,17,"PSME","D",26,8.7,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
650,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,18,"PSME","D",23,3,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
651,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,19,"PSME","D",26,10.4,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
652,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,20,"PSME","D",14,6.5,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
653,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,21,"PSME","D",18,8.9,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
654,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,22,"PSME","D",18,7.3,NA,NA,NA,"Y","Y",NA,NA,"FIRE DEAD"
655,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,23,"PSME","D",23,8.5,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD"
656,2022,23,6,"KV, ES, TM",3,1440,"1507",27,81,"Burn 2018","FM_NWCF_72","NWCF",72,"SHELTERWOOD","shelterwood, mastication",2017,"warm, cloudy","17.9",37.500841,105.2687768,24,"PSME","D",29,1.6,NA,NA,NA,"Y","N",NA,NA,"FIRE DEAD, SNAPPED IN HALF"
657,2022,24,6,"KV, ES, TM",3,938,"1005",27,81,"Baldies","FM_MB_130","MB",130,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny","13",37.34659,105.305783,1,"PSME","L",31,13.8,7.1,51.44927536,10,"Y","N",5,4,""
658,2022,24,6,"KV, ES, TM",3,938,"1005",27,81,"Baldies","FM_MB_130","MB",130,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny","13",37.34659,105.305783,2,"PSME","D",34,14.9,NA,NA,NA,"Y","N",NA,NA,"BEETLE KILL"
659,2022,24,6,"KV, ES, TM",3,938,"1005",27,81,"Baldies","FM_MB_130","MB",130,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny","13",37.34659,105.305783,3,"PSME","L",19,10,4,40,10,"Y","Y",5,4,""
660,2022,24,6,"KV, ES, TM",3,938,"1005",27,81,"Baldies","FM_MB_130","MB",130,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny","13",37.34659,105.305783,4,"PSME","L",25,12.3,5.3,43.08943089,10,"N","N",5,4,""
661,2022,24,6,"KV, ES, TM",3,938,"1005",27,81,"Baldies","FM_MB_130","MB",130,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny","13",37.34659,105.305783,5,"PSME","L",11,7.4,1.6,21.62162162,60,"N","N",2,3,""
662,2022,24,6,"KV, ES, TM",3,938,"1005",27,81,"Baldies","FM_MB_130","MB",130,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny","13",37.34659,105.305783,6,"PSME","L",28,12,6.4,53.33333333,70,"Y","N",5,4,"SEVERE BEETLE DAMAGE, REDDENING NEEDLES"
663,2022,24,6,"KV, ES, TM",3,938,"1005",27,81,"Baldies","FM_MB_130","MB",130,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny","13",37.34659,105.305783,7,"PSME","L",43,13.9,9.1,65.4676259,10,"N","Y",5,4,""
664,2022,24,6,"KV, ES, TM",3,1027,"1046",19,57,"Baldies","FM_MB_129","MB",129,"SHELTERWOOD","shelterwood/thin from below",2021,"perfect","25.8",37.345034,105.302935,1,"PSME","L",35,14.3,8.7,60.83916084,10,"N","N",5,4,""
665,2022,24,6,"KV, ES, TM",3,1027,"1046",19,57,"Baldies","FM_MB_129","MB",129,"SHELTERWOOD","shelterwood/thin from below",2021,"perfect","25.8",37.345034,105.302935,2,"PSME","L",29,12.5,6.8,54.4,20,"N","Y",5,4,""
666,2022,24,6,"KV, ES, TM",3,1027,"1046",19,57,"Baldies","FM_MB_129","MB",129,"SHELTERWOOD","shelterwood/thin from below",2021,"perfect","25.8",37.345034,105.302935,3,"PIPO","L",34,14,8.8,62.85714286,10,"N","N",5,4,""
667,2022,24,6,"KV, ES, TM",3,1027,"1046",19,57,"Baldies","FM_MB_129","MB",129,"SHELTERWOOD","shelterwood/thin from below",2021,"perfect","25.8",37.345034,105.302935,4,"PSME","L",30,13.4,5.8,43.28358209,30,"N","N",5,4,"BIG SAP DRIP"
668,2022,24,6,"KV, ES, TM",3,1027,"1046",19,57,"Baldies","FM_MB_129","MB",129,"SHELTERWOOD","shelterwood/thin from below",2021,"perfect","25.8",37.345034,105.302935,5,"PIPO","L",23,8.9,3.3,37.07865169,30,"N","N",4,2,""
669,2022,24,6,"KV, ES, TM",3,1027,"1046",19,57,"Baldies","FM_MB_129","MB",129,"SHELTERWOOD","shelterwood/thin from below",2021,"perfect","25.8",37.345034,105.302935,6,"PIPO","L",24,11.7,4.3,36.75213675,10,"N","N",4,2,""
670,2022,24,6,"KV, ES, TM",3,1027,"1046",19,57,"Baldies","FM_MB_129","MB",129,"SHELTERWOOD","shelterwood/thin from below",2021,"perfect","25.8",37.345034,105.302935,7,"PSME","L",48,13.6,9,66.17647059,10,"N","N",5,4,""
671,2022,24,6,"KV, ES, TM",3,1027,"1046",19,57,"Baldies","FM_MB_129","MB",129,"SHELTERWOOD","shelterwood/thin from below",2021,"perfect","25.8",37.345034,105.302935,8,"PSME","L",25,10.2,5.8,56.8627451,20,"N","N",5,4,""
672,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,1,"PSME","L",36,13.2,9.8,74.24242424,20,"N","N",4,4,""
673,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,2,"PSME","L",24,8.3,5.4,65.06024096,20,"N","N",4,3,""
674,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,3,"PSME","L",17,8.7,5.6,64.36781609,30,"N","Y",4,3,""
675,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,4,"PSME","L",21,8.5,6.4,75.29411765,50,"N","N",4,3,""
676,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,5,"PSME","L",17,8.7,5.1,58.62068966,10,"N","N",4,3,""
677,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,6,"PSME","L",17,5.8,4.1,70.68965517,10,"N","Y",5,4,""
678,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,7,"PSME","L",16,6.8,4.1,60.29411765,40,"N","N",5,4,""
679,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,8,"PSME","L",20,8.8,3.9,44.31818182,0,"Y","Y",5,4,""
680,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,9,"PSME","L",22,9.8,7.1,72.44897959,60,"N","N",5,4,""
681,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,10,"PSME","L",23,8.3,6.4,77.10843373,20,"N","N",5,4,"MECHANICAL DAMAGE"
682,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,11,"PSME","L",32,14.4,8.2,56.94444444,60,"N","N",4,2,"EPICORMIC GROWTH"
683,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,12,"PSME","L",22,10.2,7.2,70.58823529,90,"N","N",1,2,""
684,2022,24,6,"KV, ES, TM",3,1122,"1145",23,69,"Baldies","FM_MB_127","MB",127,"SHELTERWOOD","shelterwood/thin from below",2021,"sunny, warm","10.8",37.34368,105.300606,13,"PSME","L",38,13.1,10.5,80.15267176,30,"N","N",4,2,""
685,2022,24,6,"KV, ES, TM",3,1300,"1317",17,51,"Baldies","FM_MB_128","MB",128,"SHELTERWOOD","shelterwood/thin from below",2021,"cloudy","17.6",37.345681,105.300777,1,"PSME","L",29,12.1,5,41.32231405,20,"N","Y",5,4,""
686,2022,24,6,"KV, ES, TM",3,1300,"1317",17,51,"Baldies","FM_MB_128","MB",128,"SHELTERWOOD","shelterwood/thin from below",2021,"cloudy","17.6",37.345681,105.300777,2,"PSME","L",22,9.4,6.3,67.0212766,30,"N","N",5,4,""
687,2022,24,6,"KV, ES, TM",3,1300,"1317",17,51,"Baldies","FM_MB_128","MB",128,"SHELTERWOOD","shelterwood/thin from below",2021,"cloudy","17.6",37.345681,105.300777,3,"PSME","L",30,11.1,8.3,74.77477477,20,"N","N",5,4,""
688,2022,24,6,"KV, ES, TM",3,1300,"1317",17,51,"Baldies","FM_MB_128","MB",128,"SHELTERWOOD","shelterwood/thin from below",2021,"cloudy","17.6",37.345681,105.300777,4,"PSME","L",12,4.3,2.6,60.46511628,10,"N","N",5,3,""
689,2022,24,6,"KV, ES, TM",3,1300,"1317",17,51,"Baldies","FM_MB_128","MB",128,"SHELTERWOOD","shelterwood/thin from below",2021,"cloudy","17.6",37.345681,105.300777,5,"PSME","L",22,8.8,4.3,48.86363636,20,"Y","N",5,4,""
690,2022,24,6,"KV, ES, TM",3,1300,"1317",17,51,"Baldies","FM_MB_128","MB",128,"SHELTERWOOD","shelterwood/thin from below",2021,"cloudy","17.6",37.345681,105.300777,6,"PSME","L",30,13,6.5,50,40,"N","Y",5,4,""
691,2022,24,6,"KV, ES, TM",3,1300,"1317",17,51,"Baldies","FM_MB_128","MB",128,"SHELTERWOOD","shelterwood/thin from below",2021,"cloudy","17.6",37.345681,105.300777,7,"PSME","L",20,11.5,3.5,30.43478261,10,"N","Y",5,4,""
692,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,1,"PIPO","L",25,11.4,5.9,51.75438596,20,"N","N",3,2,"CENTER MOVED TO MAKE SURE PLOT OFF ROAD, MECHANICAL DAMAGE"
693,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,2,"PIPO","L",31,8.3,3.7,44.57831325,10,"N","N",5,4,""
694,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,3,"PIPO","L",20,11.2,7.6,67.85714286,40,"N","N",3,2,""
695,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,4,"PIPO","L",26,9.9,5.4,54.54545455,20,"N","N",4,2,""
696,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,5,"PIPO","L",25,10.7,8.2,76.63551402,30,"N","N",4,2,""
697,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,6,"PIPO","L",43,15,6.5,43.33333333,10,"N","N",5,4,"LARGE SPLIT IN TRUNK BARK"
698,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,7,"PIPO","L",21,9.2,7.4,80.43478261,30,"N","N",2,3,""
699,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,8,"PIPO","L",35,12.1,7.1,58.67768595,20,"N","N",5,2,"MECHANICAL DAMAGE"
700,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,9,"PIPO","L",20,7,2.4,34.28571429,20,"N","N",5,4,""
701,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,10,"PIPO","L",20,10,5.5,55,10,"N","N",5,2,"MECHANICAL DAMAGE"
702,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,11,"PIPO","L",17,7.8,3.7,47.43589744,10,"N","N",3,2,"MECHANICAL DAMAGE"
703,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,12,"PIPO","L",27,7.3,4.2,57.53424658,30,"N","N",3,3,""
704,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,13,"PIPO","L",18,6.8,3,44.11764706,10,"N","N",3,3,""
705,2022,24,6,"KV, ES, TM",3,1340,"1407",27,81,"Baldies","FM_LS_125","LS",125,"SHELTERWOOD","shelterwood/thin from below",2021,"warm, partly cloudy","11.2",37.346318,105.296774,14,"PIPO","L",23,10.5,6.1,58.0952381,10,"N","N",5,4,""
706,2022,16,6,"GT, SA, TM",3,820,"832",12,36,"Lakehouse","FM_BATCH_70","BATCH",70,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY, 80","0.2",37.526806,105.412569,1,"PSME","L",44.1,17.5,13,74.28571429,0,"N","N",5,4,""
707,2022,16,6,"GT, SA, TM",3,820,"832",12,36,"Lakehouse","FM_BATCH_70","BATCH",70,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY, 80","0.2",37.526806,105.412569,2,"PSME","L",33.2,15.6,9.8,62.82051282,0,"Y","N",4,2,"BUDWORM"
708,2022,16,6,"GT, SA, TM",3,820,"832",12,36,"Lakehouse","FM_BATCH_70","BATCH",70,"THIN FROM BELOW","THIN FROM BELOW",2019,"SUNNY, 80","0.2",37.526806,105.412569,3,"PSME","L",40,18.6,12.2,65.59139785,0,"N","N",4,2,""
709,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,1,"PSME","L",49.4,21.3,13.2,61.97183099,0,"Y","Y",5,4,""
710,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,2,"PSME","L",49.2,21.5,15.8,73.48837209,0,"Y","Y",5,4,""
711,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,3,"PIPO","L",56.7,20.2,11,54.45544554,0,"N","N",5,4,""
712,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,4,"PSME","L",10,4.8,3.4,70.83333333,5,"Y","Y",5,3,""
713,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,5,"PSME","L",34.2,15.8,9.1,57.59493671,0,"Y","N",5,4,""
714,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,6,"PSME","L",13.3,3.9,2.3,58.97435897,20,"Y","Y",5,3,""
715,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,7,"ABCO","L",13.3,3.7,2,54.05405405,15,"Y","N",1,3,""
716,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,8,"PIPO","L",41,12.4,7.8,62.90322581,0,"N","N",5,4,""
717,2022,16,6,"GT, SA, TM",3,840,"914",34,102,"Lakehouse","FM_BATCH_69","BATCH",69,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"CLEAR","20",37.527187,105.415929,9,"PSME","L",31.4,18.5,12.1,65.40540541,0,"Y","N",2,2,""
718,2022,16,6,"GT, SA, TM",3,943,"953",10,30,"Lakehouse","FM_BA_71","BA",71,"THIN FROM BELOW","thin from below",2019,"SUNNY, 72","16",37.524323,105.412493,1,"POTR","L",32.4,8.9,4.2,47.19101124,10,"Y","Y",5,4,""
719,2022,16,6,"GT, SA, TM",3,943,"953",10,30,"Lakehouse","FM_BA_71","BA",71,"THIN FROM BELOW","thin from below",2019,"SUNNY, 72","16",37.524323,105.412493,2,"PSME","L",33.7,11.8,10.4,88.13559322,0,"Y","N",5,4,"BUDWORM"
720,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,1,"PIPO","L",33.2,18.5,10,54.05405405,0,"Y","N",5,4,"BUDWORM"
721,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,2,"PIPO","L",24.6,13.3,7.8,58.64661654,0,"Y","N",5,4,""
722,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,3,"PSME","L",22,13.7,8,58.39416058,0,"N","N",5,4,""
723,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,4,"PSME","L",29.9,13.9,4.6,33.09352518,0,"Y","Y",5,4,""
724,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,5,"PSME","L",27.1,14.3,6.4,44.75524476,5,"N","N",5,4,""
725,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,6,"PSME","L",57.9,23.5,14.9,63.40425532,0,"N","N",5,4,""
726,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,7,"PSME","L",37.9,17.6,14.7,83.52272727,5,"Y","Y",5,4,""
727,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,8,"JUSC","L",20.2,6.7,6.7,100,30,"N","N",5,4,"STEM 1 OF 4 ON SAME TREE"
728,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,9,"JUSC","L",14.9,4.4,4.4,100,30,"N","N",5,4,"STEM 2 OF 4 ON SAME TREE"
729,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,10,"JUSC","L",15.1,4.6,4.6,100,30,"N","N",5,4,"STEM 3 OF 4 ON SAME TREE"
730,2022,16,6,"GT, SA, TM",3,1417,".",NA,NA,"Lakehouse","FM_MW_57","MW",57,"THIN FROM BELOW","thin from below.  retain healthy Ponderosa Pine and Douglas Fir.  Remove all White Fir and Mistletoe",2019,"sunny, clear","26.2",37.517129,105.394611,11,"JUSC","L",12.8,4.9,4.9,100,30,"N","N",5,4,"STEM 4 OF 4 ON SAME TREE"
731,2022,16,6,"GT, SA, TM",3,1511,"1519",8,24,"Lakehouse","FM_MW_50","MW",50,"UNKNOWN","UNKNOWN",2019,"sunny, 81","13.6",37.515002,105.297287,1,"PIPO","L",43.1,14.6,10.6,72.60273973,0,"N","N",5,4,""
